"date","market_excess","size","value","risk_free"
1985-01-01,0.0797,0.0331,-0.0514,0.0065
1985-02-01,0.0122,0.0068,-0.0028,0.0058
1985-03-01,-0.0083,-0.0112,0.0395,0.0062
1985-04-01,-0.0096,0.0013,0.0361,0.0072
1985-05-01,0.0507,-0.023,-0.0097,0.0066
1985-06-01,0.0127,0.0045,0.0033,0.0055
1985-07-01,-0.0072,0.0283,-0.0162,0.0062
1985-08-01,-0.0101,-0.003,0.0234,0.0055
1985-09-01,-0.0451,-0.0162,0.0121,0.006
1985-10-01,0.04,-0.015,0.0077,0.0065
1985-11-01,0.0646,0.0019,-0.0291,0.0061
1985-12-01,0.0388,-0.0053,-0.0146,0.0065
1986-01-01,0.0065,0.0115,0.0046,0.0056
1986-02-01,0.0714,-0.0057,-0.0063,0.0053
1986-03-01,0.0491,-0.0054,-0.0039,0.006
1986-04-01,-0.0128,0.0276,-0.0281,0.0052
1986-05-01,0.0462,-0.0136,-0.0014,0.0049
1986-06-01,0.0106,-0.0093,0.012,0.0052
1986-07-01,-0.0643,-0.0343,0.0466,0.0052
1986-08-01,0.0607,-0.0416,0.0354,0.0046
1986-09-01,-0.0859,0.024,0.0323,0.0045
1986-10-01,0.0464,-0.0253,-0.0142,0.0046
1986-11-01,0.0117,-0.0187,-2e-04,0.0039
1986-12-01,-0.0326,0.0019,0.0036,0.0049
1987-01-01,0.1245,-0.0189,-0.0318,0.0042
1987-02-01,0.0438,0.0345,-0.0586,0.0043
1987-03-01,0.0163,0.005,0.0166,0.0047
1987-04-01,-0.0209,-0.0172,-0.0036,0.0044
1987-05-01,0.0011,-0.0053,0.0022,0.0038
1987-06-01,0.0391,-0.0203,0.0113,0.0048
1987-07-01,0.0384,-0.0057,0.0094,0.0046
1987-08-01,0.0352,-0.0085,-0.0098,0.0047
1987-09-01,-0.0258,0.0058,0.0026,0.0045
1987-10-01,-0.2319,-0.0827,0.0418,0.006
1987-11-01,-0.0776,0.0268,0.0314,0.0035
1987-12-01,0.0682,3e-04,-0.0442,0.0039
1988-01-01,0.0421,-0.0075,0.0493,0.0029
1988-02-01,0.0477,0.0333,-0.0153,0.0046
1988-03-01,-0.0226,0.0601,0.0086,0.0044
1988-04-01,0.0057,0.0091,0.0151,0.0046
1988-05-01,-0.0027,-0.0254,0.0244,0.0051
1988-06-01,0.0478,0.0202,-0.0135,0.0049
1988-07-01,-0.0125,-0.0024,0.0218,0.0051
1988-08-01,-0.0331,8e-04,0.0216,0.0059
1988-09-01,0.0331,-0.0137,-0.0079,0.0062
1988-10-01,0.0116,-0.0294,0.02,0.0061
1988-11-01,-0.0227,-0.0166,0.0144,0.0057
1988-12-01,0.0148,0.0191,-0.0183,0.0063
1989-01-01,0.0607,-0.022,0.0059,0.0055
1989-02-01,-0.0223,0.0283,0.0101,0.0061
1989-03-01,0.0157,0.007,0.0052,0.0067
1989-04-01,0.0435,-0.0065,-0.0144,0.0067
1989-05-01,0.0328,-8e-04,-0.009,0.0079
1989-06-01,-0.0133,-0.0095,0.0223,0.0071
1989-07-01,0.0718,-0.0411,-0.028,0.007
1989-08-01,0.0143,0.0057,0.0062,0.0074
1989-09-01,-0.0076,0.003,-0.0127,0.0065
1989-10-01,-0.0365,-0.0324,-0.0116,0.0068
1989-11-01,0.0104,-0.0119,-0.0113,0.0069
1989-12-01,0.0118,-0.0237,0.0015,0.0061
1990-01-01,-0.078,-0.0114,0.0083,0.0057
1990-02-01,0.0112,0.0097,0.0065,0.0057
1990-03-01,0.0183,0.0147,-0.029,0.0064
1990-04-01,-0.0336,-0.0047,-0.0257,0.0069
1990-05-01,0.0843,-0.0256,-0.0389,0.0068
1990-06-01,-0.0109,0.0135,-0.02,0.0063
1990-07-01,-0.019,-0.0309,-6e-04,0.0068
1990-08-01,-0.1012,-0.035,0.0156,0.0066
1990-09-01,-0.0611,-0.0364,0.0059,0.006
1990-10-01,-0.0192,-0.0552,8e-04,0.0068
1990-11-01,0.0635,0.0042,-0.0297,0.0057
1990-12-01,0.0246,0.0079,-0.0157,0.006
1991-01-01,0.0469,0.0378,-0.0148,0.0052
1991-02-01,0.0719,0.0401,-0.0062,0.0048
1991-03-01,0.0266,0.0388,-0.013,0.0044
1991-04-01,-0.0028,0.005,0.0149,0.0053
1991-05-01,0.0366,-0.0039,-0.0052,0.0047
1991-06-01,-0.0494,0.0018,0.0108,0.0042
1991-07-01,0.0424,-0.0096,-0.013,0.0049
1991-08-01,0.0232,0.0158,-0.0079,0.0046
1991-09-01,-0.0159,0.0168,-0.0123,0.0046
1991-10-01,0.0129,0.0077,-0.0043,0.0042
1991-11-01,-0.042,-0.0051,-0.0177,0.0039
1991-12-01,0.1085,-0.0226,-0.0423,0.0038
1992-01-01,-0.0059,0.0848,0.0467,0.0034
1992-02-01,0.0108,0.0083,0.0651,0.0028
1992-03-01,-0.0265,-0.0097,0.0349,0.0034
1992-04-01,0.0109,-0.0612,0.0436,0.0032
1992-05-01,0.003,0.0041,0.0111,0.0028
1992-06-01,-0.0233,-0.031,0.0324,0.0032
1992-07-01,0.0378,-0.0045,-0.0051,0.0031
1992-08-01,-0.0238,-0.001,-0.0109,0.0026
1992-09-01,0.0119,0.0055,-0.0019,0.0026
1992-10-01,0.0102,0.0211,-0.0198,0.0023
1992-11-01,0.0414,0.0368,-0.0152,0.0023
1992-12-01,0.0153,0.0165,0.0264,0.0028
1993-01-01,0.0093,0.0189,0.059,0.0023
1993-02-01,0.0012,-0.0339,0.0648,0.0022
1993-03-01,0.0232,0.0029,0.0126,0.0025
1993-04-01,-0.0305,-0.0062,0.0255,0.0024
1993-05-01,0.0289,0.0206,-0.0346,0.0022
1993-06-01,0.003,-0.003,0.0264,0.0025
1993-07-01,-0.0034,0.0096,0.0287,0.0024
1993-08-01,0.0372,0.0012,0.0018,0.0025
1993-09-01,-0.0012,0.0307,-0.0024,0.0026
1993-10-01,0.0142,0.0199,-0.0278,0.0022
1993-11-01,-0.0187,-0.0126,-0.0078,0.0025
1993-12-01,0.0165,0.0118,0.0025,0.0023
1994-01-01,0.0287,0.0034,0.011,0.0025
1994-02-01,-0.0255,0.0276,-0.0152,0.0021
1994-03-01,-0.0479,-0.0108,0.0167,0.0027
1994-04-01,0.0068,-0.0093,0.0166,0.0027
1994-05-01,0.0058,-0.0208,0.006,0.0032
1994-06-01,-0.0304,-0.0042,0.0177,0.0031
1994-07-01,0.0282,-0.0177,0.0059,0.0028
1994-08-01,0.0402,0.0153,-0.026,0.0037
1994-09-01,-0.0228,0.0303,-0.0179,0.0037
1994-10-01,0.0135,-0.0216,-0.0167,0.0038
1994-11-01,-0.0403,0.0033,-0.0074,0.0037
1994-12-01,0.0086,0.0015,-0.001,0.0044
1995-01-01,0.018,-0.0349,0.0258,0.0042
1995-02-01,0.0363,-0.0057,0.0098,0.004
1995-03-01,0.0219,-0.0018,-0.0216,0.0046
1995-04-01,0.0211,-0.0052,0.0167,0.0044
1995-05-01,0.029,-0.0253,0.0228,0.0054
1995-06-01,0.0272,0.0314,-0.0252,0.0047
1995-07-01,0.0371,0.0211,-0.0157,0.0045
1995-08-01,0.0055,0.0131,0.0268,0.0047
1995-09-01,0.0336,-0.0217,-0.0011,0.0043
1995-10-01,-0.0151,-0.0381,-0.0048,0.0047
1995-11-01,0.0396,-0.0112,0.0052,0.0042
1995-12-01,0.0104,0.0066,0.0024,0.0049
1996-01-01,0.0226,-0.0282,0.0045,0.0043
1996-02-01,0.0133,0.0178,-0.0105,0.0039
1996-03-01,0.0074,0.0144,0.0042,0.0039
1996-04-01,0.0206,0.052,-0.0396,0.0046
1996-05-01,0.0236,0.0321,-0.0091,0.0042
1996-06-01,-0.0113,-0.04,0.0233,0.004
1996-07-01,-0.0596,-0.0431,0.0519,0.0045
1996-08-01,0.0277,0.0245,-0.008,0.0041
1996-09-01,0.0501,-0.0102,-0.0275,0.0044
1996-10-01,0.0087,-0.0439,0.0487,0.0042
1996-11-01,0.0625,-0.0402,0.0138,0.0041
1996-12-01,-0.017,0.0313,0.0127,0.0046
1997-01-01,0.0496,-0.0194,-0.0143,0.0045
1997-02-01,-0.0048,-0.0317,0.0562,0.0039
1997-03-01,-0.0502,-0.0033,0.0337,0.0043
1997-04-01,0.0404,-0.0576,3e-04,0.0043
1997-05-01,0.0673,0.0513,-0.0413,0.0049
1997-06-01,0.041,0.0119,0.0147,0.0037
1997-07-01,0.0731,-0.0273,0.0013,0.0043
1997-08-01,-0.041,0.0715,0.0113,0.0041
1997-09-01,0.0534,0.0254,0.0024,0.0044
1997-10-01,-0.038,-0.0071,0.0233,0.0042
1997-11-01,0.0299,-0.0511,0.0122,0.0039
1997-12-01,0.0133,-0.0248,0.0374,0.0048
1998-01-01,0.0015,-0.0101,-0.0168,0.0043
1998-02-01,0.0703,0.0013,-0.0093,0.0039
1998-03-01,0.0476,-0.0119,0.0138,0.0039
1998-04-01,0.0074,6e-04,0.0103,0.0043
1998-05-01,-0.0307,-0.034,0.0341,0.004
1998-06-01,0.0319,-0.0317,-0.0203,0.0041
1998-07-01,-0.0242,-0.0482,-0.0181,0.004
1998-08-01,-0.1605,-0.0546,0.0359,0.0043
1998-09-01,0.0619,0,-0.0351,0.0046
1998-10-01,0.0698,-0.0297,-0.0237,0.0032
1998-11-01,0.0607,0.0122,-0.0317,0.0031
1998-12-01,0.0615,-0.0047,-0.0425,0.0038
1999-01-01,0.0348,0.0066,-0.0442,0.0035
1999-02-01,-0.0408,-0.0599,0.0189,0.0035
1999-03-01,0.0348,-0.0387,-0.0256,0.0043
1999-04-01,0.0434,0.0388,0.0238,0.0037
1999-05-01,-0.0246,0.0334,0.025,0.0034
1999-06-01,0.0477,0.0321,-0.0322,0.004
1999-07-01,-0.0349,0.0249,-0.0018,0.0038
1999-08-01,-0.0137,-0.0094,-0.0192,0.0039
1999-09-01,-0.0277,0.0313,-0.029,0.0039
1999-10-01,0.0609,-0.0693,-0.0288,0.0039
1999-11-01,0.0341,0.0684,-0.0565,0.0036
1999-12-01,0.0766,0.0652,-0.0767,0.0044
2000-01-01,-0.0474,0.0512,-0.011,0.0041
2000-02-01,0.0246,0.2134,-0.0973,0.0043
2000-03-01,0.0521,-0.1739,0.0848,0.0047
2000-04-01,-0.0639,-0.0603,0.0645,0.0046
2000-05-01,-0.0439,-0.0607,0.0458,0.005
2000-06-01,0.0468,0.1269,-0.0803,0.004
2000-07-01,-0.0248,-0.0282,0.081,0.0048
2000-08-01,0.0703,-0.005,-0.014,0.005
2000-09-01,-0.0544,-0.0172,0.0722,0.0051
2000-10-01,-0.0278,-0.0383,0.0564,0.0056
2000-11-01,-0.107,-0.0307,0.1225,0.0051
2000-12-01,0.0118,0.0085,0.0754,0.005
2001-01-01,0.0325,0.0639,-0.0506,0.0054
2001-02-01,-0.1003,-0.0064,0.1222,0.0038
2001-03-01,-0.0725,0.0027,0.0649,0.0042
2001-04-01,0.0793,0.0047,-0.0467,0.0039
2001-05-01,0.0068,0.0249,0.0339,0.0032
2001-06-01,-0.0194,0.0632,-0.012,0.0028
2001-07-01,-0.0213,-0.0406,0.0495,0.003
2001-08-01,-0.064,0.0219,0.0286,0.0031
2001-09-01,-0.0924,-0.0623,0.0152,0.0028
2001-10-01,0.0248,0.0749,-0.0731,0.0022
2001-11-01,0.0753,-0.0057,0.0217,0.0017
2001-12-01,0.0161,0.0472,0.0083,0.0015
2002-01-01,-0.0144,0.0117,0.0342,0.0014
2002-02-01,-0.023,-0.0108,0.0234,0.0013
2002-03-01,0.0424,0.0409,0.0108,0.0013
2002-04-01,-0.0521,0.0582,0.0401,0.0015
2002-05-01,-0.0136,-0.0327,0.0152,0.0014
2002-06-01,-0.0723,0.0408,0.0037,0.0013
2002-07-01,-0.0819,-0.0524,-0.0358,0.0015
2002-08-01,0.005,-0.0279,0.0296,0.0014
2002-09-01,-0.1034,0.0242,0.0127,0.0014
2002-10-01,0.0784,-0.034,-0.0374,0.0014
2002-11-01,0.0596,0.0325,-0.0123,0.0012
2002-12-01,-0.0576,-3e-04,0.0216,0.0011
2003-01-01,-0.0257,0.0134,-0.0084,0.001
2003-02-01,-0.0188,-0.0041,-0.0142,9e-04
2003-03-01,0.0109,0.0116,-0.0206,0.001
2003-04-01,0.0818,0.0075,0.012,0.001
2003-05-01,0.0605,0.0461,0.0063,9e-04
2003-06-01,0.0142,0.0169,0.002,0.001
2003-07-01,0.0233,0.0493,-0.0154,7e-04
2003-08-01,0.0233,0.0244,0.0164,7e-04
2003-09-01,-0.0124,0.0085,0.0014,8e-04
2003-10-01,0.0608,0.0259,0.0221,7e-04
2003-11-01,0.0135,0.0206,0.0172,7e-04
2003-12-01,0.0429,-0.0268,0.0151,8e-04
2004-01-01,0.0215,0.0254,0.0242,7e-04
2004-02-01,0.014,-0.0157,0.0095,6e-04
2004-03-01,-0.0132,0.0173,0.0023,9e-04
2004-04-01,-0.0181,-0.0173,-0.0323,8e-04
2004-05-01,0.0118,-0.0023,-0.0018,6e-04
2004-06-01,0.0185,0.0225,0.0121,8e-04
2004-07-01,-0.0404,-0.0375,0.0322,0.001
2004-08-01,7e-04,-0.0151,0.0107,0.0011
2004-09-01,0.016,0.0299,-5e-04,0.0011
2004-10-01,0.0142,0.0014,-0.0026,0.0011
2004-11-01,0.0453,0.0373,0.0157,0.0015
2004-12-01,0.0342,-4e-04,-0.0022,0.0016
2005-01-01,-0.0275,-0.0169,0.021,0.0016
2005-02-01,0.0188,-0.0059,0.0144,0.0016
2005-03-01,-0.0194,-0.0142,0.0208,0.0021
2005-04-01,-0.0261,-0.0395,9e-04,0.0021
2005-05-01,0.0365,0.0287,-0.0061,0.0024
2005-06-01,0.0058,0.0252,0.0286,0.0023
2005-07-01,0.0392,0.0287,-0.0078,0.0024
2005-08-01,-0.012,-0.0107,0.0134,0.003
2005-09-01,0.0048,-0.0062,0.0078,0.0029
2005-10-01,-0.0204,-0.013,0.0043,0.0027
2005-11-01,0.0361,0.0105,-0.0119,0.0031
2005-12-01,-0.0024,-0.0044,0.0015,0.0032
2006-01-01,0.0303,0.0546,0.0099,0.0035
2006-02-01,-0.003,-0.0041,-0.0031,0.0034
2006-03-01,0.0147,0.0339,0.0061,0.0037
2006-04-01,0.0073,-0.0138,0.0226,0.0036
2006-05-01,-0.0356,-0.0301,0.0238,0.0043
2006-06-01,-0.0035,-0.0035,0.0085,0.004
2006-07-01,-0.0077,-0.0396,0.0262,0.004
2006-08-01,0.0203,0.0099,-0.0195,0.0042
2006-09-01,0.0184,-0.013,7e-04,0.0041
2006-10-01,0.0322,0.0177,-0.0033,0.0041
2006-11-01,0.017,0.0063,3e-04,0.0042
2006-12-01,0.0085,-0.0116,0.0275,0.004
2007-01-01,0.0138,9e-04,-0.0068,0.0044
2007-02-01,-0.0196,0.0123,-9e-04,0.0038
2007-03-01,0.0071,9e-04,-0.0089,0.0043
2007-04-01,0.0349,-0.0221,-0.0144,0.0044
2007-05-01,0.0323,0.0016,-0.0058,0.0041
2007-06-01,-0.0196,0.0072,-0.0104,0.004
2007-07-01,-0.0372,-0.0269,-0.0371,0.004
2007-08-01,0.0094,-0.0013,-0.0189,0.0042
2007-09-01,0.0322,-0.0228,-0.0213,0.0032
2007-10-01,0.0179,0.0014,-0.0282,0.0032
2007-11-01,-0.048,-0.0281,-0.0109,0.0034
2007-12-01,-0.0087,0.0012,-0.0048,0.0027
2008-01-01,-0.0633,-0.0096,0.0402,0.0021
2008-02-01,-0.0309,-0.0046,-0.0071,0.0013
2008-03-01,-0.0094,0.0077,0.0034,0.0017
2008-04-01,0.0461,-0.0174,-0.0099,0.0018
2008-05-01,0.0187,0.0293,-0.0157,0.0018
2008-06-01,-0.0843,0.0116,-0.0249,0.0017
2008-07-01,-0.0075,0.0261,0.0521,0.0015
2008-08-01,0.0153,0.0339,0.0151,0.0013
2008-09-01,-0.0935,-0.0106,0.0565,0.0015
2008-10-01,-0.172,-0.0229,-0.0192,8e-04
2008-11-01,-0.0774,-0.0299,-0.0621,3e-04
2008-12-01,0.0177,0.0349,2e-04,0
2009-01-01,-0.0809,-1e-04,-0.1101,0
2009-02-01,-0.1014,0.0014,-0.0659,1e-04
2009-03-01,0.0901,-9e-04,0.0347,2e-04
2009-04-01,0.1017,0.0537,0.0537,1e-04
2009-05-01,0.0521,-0.0242,0.0043,0
2009-06-01,0.0042,0.0259,-0.0278,1e-04
2009-07-01,0.0774,0.0175,0.0489,1e-04
2009-08-01,0.0333,-0.0112,0.076,1e-04
2009-09-01,0.0408,0.0243,0.0115,1e-04
2009-10-01,-0.0253,-0.0426,-0.0417,0
2009-11-01,0.0563,-0.025,-0.0033,0
2009-12-01,0.028,0.0601,-0.0011,1e-04
2010-01-01,-0.0335,0.0043,0.0033,0
2010-02-01,0.0339,0.0118,0.0318,0
2010-03-01,0.063,0.0146,0.0219,1e-04
2010-04-01,0.0199,0.0484,0.0296,1e-04
2010-05-01,-0.079,0.0013,-0.0248,1e-04
2010-06-01,-0.0556,-0.0179,-0.0473,1e-04
2010-07-01,0.0692,0.0023,-0.0049,1e-04
2010-08-01,-0.0478,-0.0301,-0.0173,1e-04
2010-09-01,0.0955,0.0382,-0.0302,1e-04
2010-10-01,0.0387,0.0108,-0.0246,1e-04
2010-11-01,0.0059,0.0367,-0.009,1e-04
2010-12-01,0.0682,0.0072,0.0356,1e-04
2011-01-01,0.0198,-0.0229,0.0061,1e-04
2011-02-01,0.0348,0.015,0.0118,1e-04
2011-03-01,0.0045,0.0249,-0.0184,1e-04
2011-04-01,0.029,-0.0042,-0.0244,0
2011-05-01,-0.0127,-0.0073,-0.0185,0
2011-06-01,-0.0174,-0.0027,-0.002,0
2011-07-01,-0.0235,-0.0118,-0.009,0
2011-08-01,-0.0596,-0.0296,-0.0243,1e-04
2011-09-01,-0.0758,-0.0312,-0.0153,0
2011-10-01,0.1133,0.0305,6e-04,0
2011-11-01,-0.0027,-0.0018,-0.0052,0
2011-12-01,0.0075,-0.0056,0.0154,0
2012-01-01,0.0505,0.0201,-0.0093,0
2012-02-01,0.0442,-0.0184,0.0042,0
2012-03-01,0.0312,-0.0063,0.0119,0
2012-04-01,-0.0085,-0.0037,-0.0077,0
2012-05-01,-0.0617,0.0012,-0.0095,1e-04
2012-06-01,0.0389,0.0072,0.0055,0
2012-07-01,0.0079,-0.0276,-6e-04,0
2012-08-01,0.0254,0.0048,0.0125,1e-04
2012-09-01,0.0273,0.0045,0.0163,1e-04
2012-10-01,-0.0176,-0.011,0.0352,1e-04
2012-11-01,0.0078,0.006,-0.0087,1e-04
2012-12-01,0.0118,0.0149,0.0352,1e-04
2013-01-01,0.0557,0.0028,0.0101,0
2013-02-01,0.0128,-0.0029,0.0018,0
2013-03-01,0.0404,0.0083,-0.0021,0
2013-04-01,0.0156,-0.0237,0.0046,0
2013-05-01,0.028,0.0167,0.0271,0
2013-06-01,-0.012,0.0131,-4e-04,0
2013-07-01,0.0565,0.0182,0.0057,0
2013-08-01,-0.0271,0.0032,-0.0273,0
2013-09-01,0.0377,0.0289,-0.0118,0
2013-10-01,0.0417,-0.0156,0.0122,0
2013-11-01,0.0311,0.0131,0.0019,0
2013-12-01,0.0281,-0.0044,0,0
2014-01-01,-0.0332,0.0093,-0.0199,0
2014-02-01,0.0466,0.0036,-0.0035,0
2014-03-01,0.0043,-0.0186,0.049,0
2014-04-01,-0.0018,-0.0418,0.0122,0
2014-05-01,0.0205,-0.0185,-0.001,0
2014-06-01,0.026,0.0305,-0.0071,0
2014-07-01,-0.0203,-0.0417,-8e-04,0
2014-08-01,0.0424,0.004,-0.0058,0
2014-09-01,-0.0196,-0.036,-0.0147,0
2014-10-01,0.0251,0.0402,-0.0167,0
2014-11-01,0.0256,-0.0205,-0.0313,0
2014-12-01,-5e-04,0.0252,0.0211,0
2015-01-01,-0.031,-0.0061,-0.0348,0
2015-02-01,0.0613,0.0064,-0.0175,0
2015-03-01,-0.0111,0.0306,-0.0038,0
2015-04-01,0.0059,-0.0298,0.0181,0
2015-05-01,0.0137,0.0096,-0.011,0
2015-06-01,-0.0152,0.0295,-0.008,0
2015-07-01,0.0157,-0.0417,-0.0416,0
2015-08-01,-0.0602,0.0037,0.0275,0
2015-09-01,-0.0306,-0.0263,0.0055,0
2015-10-01,0.0775,-0.0191,-0.0046,0
2015-11-01,0.0057,0.0358,-0.0043,0
2015-12-01,-0.0215,-0.028,-0.0257,1e-04
2016-01-01,-0.0574,-0.034,0.0208,1e-04
2016-02-01,-6e-04,0.0073,-0.0061,2e-04
2016-03-01,0.0695,0.0075,0.0123,2e-04
2016-04-01,0.0092,0.0077,0.0322,1e-04
2016-05-01,0.0178,-0.0018,-0.0162,1e-04
2016-06-01,-3e-04,0.006,-0.0149,2e-04
2016-07-01,0.0394,0.0247,-0.0127,2e-04
2016-08-01,0.0049,0.0119,0.0317,2e-04
2016-09-01,0.0027,0.0209,-0.0122,2e-04
2016-10-01,-0.0201,-0.0441,0.041,2e-04
2016-11-01,0.0486,0.056,0.0832,1e-04
2016-12-01,0.0181,0.0013,0.035,3e-04
2017-01-01,0.0194,-0.0116,-0.0274,4e-04
2017-02-01,0.0355,-0.0213,-0.0152,4e-04
2017-03-01,0.0017,0.0113,-0.0333,3e-04
2017-04-01,0.0108,0.0068,-0.0208,5e-04
2017-05-01,0.0107,-0.0251,-0.0382,6e-04
2017-06-01,0.0079,0.0222,0.0151,6e-04
2017-07-01,0.0188,-0.0145,-0.0023,7e-04
2017-08-01,0.0018,-0.0167,-0.0213,9e-04
2017-09-01,0.0249,0.0445,0.0315,9e-04
2017-10-01,0.0226,-0.0193,0.0013,9e-04
2017-11-01,0.0312,-0.006,-9e-04,8e-04
2017-12-01,0.0106,-0.0132,5e-04,9e-04
2018-01-01,0.0558,-0.0316,-0.0132,0.0011
2018-02-01,-0.0364,0.0027,-0.011,0.0011
2018-03-01,-0.0235,0.0405,-0.0021,0.0012
2018-04-01,0.0027,0.0109,0.0053,0.0014
2018-05-01,0.0266,0.0524,-0.0314,0.0014
2018-06-01,0.0049,0.0111,-0.0233,0.0014
2018-07-01,0.032,-0.0222,0.0047,0.0016
2018-08-01,0.0345,0.0117,-0.0393,0.0016
2018-09-01,6e-04,-0.0229,-0.0168,0.0015
2018-10-01,-0.0765,-0.0467,0.0343,0.0019
2018-11-01,0.0171,-0.0072,0.0034,0.0018
2018-12-01,-0.0955,-0.0233,-0.0188,0.0019
2019-01-01,0.0837,0.0273,-0.004,0.0021
2019-02-01,0.0342,0.0205,-0.0266,0.0018
2019-03-01,0.011,-0.0306,-0.0416,0.0019
2019-04-01,0.0397,-0.0169,0.0213,0.0021
2019-05-01,-0.0692,-0.0122,-0.0236,0.0021
2019-06-01,0.0699,0.001,-0.0072,0.0018
2019-07-01,0.0123,-0.0196,0.005,0.0019
2019-08-01,-0.0255,-0.0239,-0.0477,0.0016
2019-09-01,0.0141,-0.0097,0.0676,0.0018
2019-10-01,0.0207,0.0027,-0.0192,0.0015
2019-11-01,0.0387,0.0072,-0.02,0.0012
2019-12-01,0.0277,0.0076,0.0173,0.0014
2020-01-01,-0.0011,-0.031,-0.0622,0.0013
2020-02-01,-0.0815,0.0108,-0.0382,0.0012
2020-03-01,-0.1337,-0.0469,-0.1383,0.0012
2020-04-01,0.136,0.025,-0.0134,0
2020-05-01,0.0557,0.024,-0.05,1e-04
2020-06-01,0.0245,0.0267,-0.0217,1e-04
2020-07-01,0.0583,-0.0235,-0.0144,1e-04
2020-08-01,0.0762,-0.002,-0.0302,1e-04
2020-09-01,-0.0364,6e-04,-0.0272,1e-04
2020-10-01,-0.0208,0.0434,0.0425,1e-04
2020-11-01,0.1245,0.0581,0.0209,1e-04
2020-12-01,0.0463,0.0501,-0.0168,1e-04
2021-01-01,-7e-04,0.0714,0.0322,0
2021-02-01,0.0281,0.0202,0.072,0
2021-03-01,0.0317,-0.0233,0.0735,0
2021-04-01,0.0495,-0.0319,-0.0102,0
2021-05-01,0.003,-0.002,0.0704,0
2021-06-01,0.0274,0.017,-0.0786,0
2021-07-01,0.0134,-0.0393,-0.018,0
2021-08-01,0.0294,-0.0032,-0.0023,0
2021-09-01,-0.044,0.0066,0.0512,0
2021-10-01,0.0663,-0.0226,-0.0053,0
2021-11-01,-0.0158,-0.0131,-0.0037,0
2021-12-01,0.0323,-0.0163,0.0325,1e-04
2022-01-01,-0.0616,-0.0593,0.1286,0
2022-02-01,-0.0228,0.0216,0.0306,0
2022-03-01,0.0308,-0.0155,-0.019,0
2022-04-01,-0.0941,-0.0135,0.0618,0
2022-05-01,-0.0034,-0.0184,0.0844,3e-04
2022-06-01,-0.084,0.0207,-0.06,6e-04
2022-07-01,0.0957,0.0286,-0.0413,8e-04
2022-08-01,-0.0377,0.0141,0.0018,0.0019
2022-09-01,-0.0934,-0.0076,3e-04,0.0019
2022-10-01,0.0785,1e-04,0.0797,0.0023
2022-11-01,0.0465,-0.0357,0.0148,0.0029
2022-12-01,-0.0638,-0.0076,0.0134,0.0033
2023-01-01,0.0661,0.0501,-0.0394,0.0035
2023-02-01,-0.0257,0.0105,-0.008,0.0034
2023-03-01,0.0248,-0.0548,-0.0905,0.0036
2023-04-01,0.0062,-0.0337,-0.0012,0.0035
2023-05-01,0.0034,0.016,-0.0779,0.0036
2023-06-01,0.0646,0.0149,-0.0013,0.004
2023-07-01,0.0321,0.0205,0.0406,0.0045
2023-08-01,-0.0236,-0.0313,-0.0115,0.0045
2023-09-01,-0.0523,-0.025,0.015,0.0043
2023-10-01,-0.0315,-0.0387,0.0022,0.0047
2023-11-01,0.0888,-0.0011,0.0166,0.0044
2023-12-01,0.0485,0.0628,0.0487,0.0043
2024-01-01,0.0073,-0.0504,-0.0237,0.0047
2024-02-01,0.0507,-0.0026,-0.0343,0.0042
2024-03-01,0.0284,-0.025,0.0416,0.0043
2024-04-01,-0.0465,-0.0238,-0.0045,0.0047
2024-05-01,0.0433,0.0053,-0.0133,0.0044
2024-06-01,0.028,-0.03,-0.0336,0.0041
2024-07-01,0.0122,0.0681,0.0557,0.0045
2024-08-01,0.016,-0.0349,-0.0113,0.0048
2024-09-01,0.0172,-0.0013,-0.0273,0.004
2024-10-01,-0.01,-0.0095,0.0091,0.0039
2024-11-01,0.0649,0.0449,0.0038,0.004
2024-12-01,-0.0317,-0.027,-0.0297,0.0037
2025-01-01,0.028,-0.02,0.0176,0.0037
2025-02-01,-0.0244,-0.0577,0.0484,0.0033
2025-03-01,-0.0639,-0.0272,0.0287,0.0034
2025-04-01,-0.0084,-0.0057,-0.0329,0.0035
2025-05-01,0.0606,0.0061,-0.0281,0.0038
2025-06-01,0.0486,0.0071,-0.0143,0.0034
2025-07-01,0.0198,0.003,-0.0134,0.0034
2025-08-01,0.0184,0.038,0.0437,0.0038
2025-09-01,0.0339,-0.0183,-0.0105,0.0033
2025-10-01,0.0196,-0.0057,-0.0318,0.0037
2025-11-01,-0.0013,0.004,0.0376,0.003
2025-12-01,-0.0036,-0.0104,0.024,0.0034
2026-01-01,0.0103,0.0218,0.038,0.003
2026-02-01,-0.0117,0.0016,0.028,0.0028
2026-03-01,-0.0518,0.0044,0.0329,0.0029
2026-04-01,0.0995,0.0019,-0.0137,0.0029
2026-05-01,0.0491,-0.0159,-0.0231,0.0031
2026-06-01,-0.0107,0.0339,0.0358,0.0029
2026-07-01,-0.006,-0.0196,0.0211,0.0033
