"date","market_excess","size","value","risk_free"
1926-07-01,0.0289,-0.0242,-0.0275,0.0022
1926-08-01,0.0264,-0.0144,0.0413,0.0025
1926-09-01,0.0038,-0.0136,5e-04,0.0023
1926-10-01,-0.0327,-0.0018,0.0078,0.0032
1926-11-01,0.0254,-0.0017,-0.0048,0.0031
1926-12-01,0.0262,-6e-04,0.001,0.0028
1927-01-01,-5e-04,-0.0047,0.0476,0.0025
1927-02-01,0.0417,-0.0023,0.0304,0.0026
1927-03-01,0.0014,-0.0201,-0.0232,0.003
1927-04-01,0.0047,0.0054,0.0062,0.0025
1927-05-01,0.0545,0.0149,0.0504,0.003
1927-06-01,-0.0238,0.0042,-0.0153,0.0026
1927-07-01,0.0726,-0.0327,-0.0113,0.003
1927-08-01,0.0199,-0.0077,-0.0385,0.0028
1927-09-01,0.0477,-0.036,-0.0057,0.0021
1927-10-01,-0.0429,0.0203,-0.0447,0.0025
1927-11-01,0.0652,0.0278,-8e-04,0.0021
1927-12-01,0.0209,0.0098,-0.0112,0.0022
1928-01-01,-0.0057,0.042,-0.0071,0.0025
1928-02-01,-0.0169,-0.0206,-0.0064,0.0033
1928-03-01,0.0879,-0.0038,-0.0111,0.0029
1928-04-01,0.0425,0.0414,0.0325,0.0022
1928-05-01,0.0152,0.027,-0.03,0.0032
1928-06-01,-0.049,-0.0376,0.0028,0.0031
1928-07-01,0.0063,-0.0136,-0.0054,0.0032
1928-08-01,0.0669,-0.0204,-0.0213,0.0032
1928-09-01,0.0287,0.024,0.0084,0.0027
1928-10-01,0.0131,0.0224,-0.0214,0.0041
1928-11-01,0.1182,-0.0182,0.0265,0.0038
1928-12-01,0.004,-0.0093,-0.0052,6e-04
1929-01-01,0.0466,-0.0335,-0.0122,0.0034
1929-02-01,-0.0034,-0.0033,0.0166,0.0036
1929-03-01,-0.0085,-0.0491,0.0157,0.0034
1929-04-01,0.0147,-0.0112,0.0093,0.0036
1929-05-01,-0.0638,-0.0544,-0.0152,0.0044
1929-06-01,0.097,-0.0214,-0.0274,0.0052
1929-07-01,0.0448,-0.0387,0.0267,0.0033
1929-08-01,0.0814,-0.0975,0.0032,0.004
1929-09-01,-0.0545,0.0134,-0.0079,0.0035
1929-10-01,-0.2007,-0.0495,0.0754,0.0046
1929-11-01,-0.1287,-0.0088,0.0505,0.0037
1929-12-01,0.0128,-0.041,-0.0014,0.0037
1930-01-01,0.0561,0.0349,-0.0103,0.0014
1930-02-01,0.025,0.0028,0.0028,0.003
1930-03-01,0.0709,0.0339,0.003,0.0035
1930-04-01,-0.0205,-0.0035,-0.0037,0.0021
1930-05-01,-0.0166,-0.021,-0.0074,0.0026
1930-06-01,-0.1608,-0.0359,0.024,0.0027
1930-07-01,0.0412,-0.0027,-0.017,0.002
1930-08-01,0.003,-0.0216,-0.0059,9e-04
1930-09-01,-0.1281,-0.0241,-0.0509,0.0022
1930-10-01,-0.0878,-0.002,-0.0109,9e-04
1930-11-01,-0.0304,0.0246,-0.0381,0.0013
1930-12-01,-0.0786,-0.0467,-0.0569,0.0014
1931-01-01,0.0625,0.0347,0.0824,0.0015
1931-02-01,0.1088,0.0345,0.0163,4e-04
1931-03-01,-0.0635,0.0283,-0.032,0.0013
1931-04-01,-0.1,-0.0422,-0.0433,8e-04
1931-05-01,-0.1329,0.0522,-0.0631,9e-04
1931-06-01,0.1393,-0.0501,0.117,8e-04
1931-07-01,-0.0663,0.0156,-0.023,6e-04
1931-08-01,0.004,-0.0205,-0.0176,3e-04
1931-09-01,-0.2874,-0.0108,-0.0713,3e-04
1931-10-01,0.0799,-0.0014,0.0288,0.001
1931-11-01,-0.0914,0.0441,-0.0521,0.0017
1931-12-01,-0.1352,-0.0075,-0.0939,0.0012
1932-01-01,-0.0157,0.0433,0.0986,0.0023
1932-02-01,0.0545,-0.026,-0.0132,0.0023
1932-03-01,-0.113,0.0221,-0.0233,0.0016
1932-04-01,-0.1794,0.0098,0.0198,0.0011
1932-05-01,-0.2051,0.0441,-0.0442,6e-04
1932-06-01,-0.0077,0.0027,0.0607,2e-04
1932-07-01,0.3361,-0.0429,0.3552,2e-04
1932-08-01,0.3712,0.1346,0.342,3e-04
1932-09-01,-0.0294,-0.0215,-0.0737,3e-04
1932-10-01,-0.1315,-0.0259,-0.1047,2e-04
1932-11-01,-0.0588,0.0183,-0.1319,2e-04
1932-12-01,0.0442,-0.083,-0.0754,1e-04
1933-01-01,0.0124,0.0073,0.0646,1e-04
1933-02-01,-0.1529,-0.0263,-0.0292,-3e-04
1933-03-01,0.0306,0.036,0.0709,4e-04
1933-04-01,0.3881,0.0302,0.201,0.001
1933-05-01,0.2143,0.3596,0.1866,4e-04
1933-06-01,0.131,0.0865,-0.0164,2e-04
1933-07-01,-0.0964,-0.0106,0.033,2e-04
1933-08-01,0.1204,-0.0516,0.0305,3e-04
1933-09-01,-0.1065,-0.0058,-0.1171,2e-04
1933-10-01,-0.0836,-7e-04,-0.0849,1e-04
1933-11-01,0.0997,-0.0637,0.0227,2e-04
1933-12-01,0.0182,0.0036,-0.0199,2e-04
1934-01-01,0.126,0.1321,0.162,5e-04
1934-02-01,-0.0251,0.0505,0.0186,2e-04
1934-03-01,9e-04,0.0245,-0.0259,2e-04
1934-04-01,-0.0179,0.0273,-0.0383,1e-04
1934-05-01,-0.0726,-0.0031,-0.059,1e-04
1934-06-01,0.0271,-0.0218,-0.0285,1e-04
1934-07-01,-0.1094,-0.0712,-0.1076,1e-04
1934-08-01,0.0558,0.0555,0.0017,1e-04
1934-09-01,-0.0024,-0.015,-0.0121,1e-04
1934-10-01,-0.0166,0.0123,-0.05,1e-04
1934-11-01,0.0833,0.066,-0.0214,1e-04
1934-12-01,0.0036,0.0328,-0.0316,1e-04
1935-01-01,-0.0346,0.0096,-0.0177,1e-04
1935-02-01,-0.0196,0.0032,-0.0748,2e-04
1935-03-01,-0.0371,-0.0343,-0.0503,1e-04
1935-04-01,0.0906,-0.0158,0.0437,1e-04
1935-05-01,0.0346,-0.032,0.0245,1e-04
1935-06-01,0.0593,-0.0253,-0.0152,1e-04
1935-07-01,0.0754,0.0202,0.0658,1e-04
1935-08-01,0.0265,0.0601,0.0629,1e-04
1935-09-01,0.0262,0.0155,-0.0412,1e-04
1935-10-01,0.0703,0.0267,-0.0233,1e-04
1935-11-01,0.0487,0.0465,0.122,2e-04
1935-12-01,0.0455,9e-04,0.0083,1e-04
1936-01-01,0.0689,0.056,0.1095,1e-04
1936-02-01,0.0249,0.0084,0.0433,1e-04
1936-03-01,0.0096,0.0069,-0.0159,2e-04
1936-04-01,-0.0814,-0.0599,-0.0228,2e-04
1936-05-01,0.0519,0.0089,0.0255,2e-04
1936-06-01,0.024,-0.0322,-0.0119,3e-04
1936-07-01,0.0668,0.0107,0.0253,1e-04
1936-08-01,0.0099,0.0061,0.0379,2e-04
1936-09-01,0.0097,0.0312,0.0094,1e-04
1936-10-01,0.071,-0.0235,0.0251,2e-04
1936-11-01,0.0326,0.087,-0.0125,1e-04
1936-12-01,0.002,0.0387,0.0414,0
1937-01-01,0.0335,0.0449,0.0278,1e-04
1937-02-01,0.0108,0.0064,0.0428,2e-04
1937-03-01,-0.0026,-0.0125,0.0704,1e-04
1937-04-01,-0.0736,-0.0372,-0.0346,3e-04
1937-05-01,-0.0083,-0.0069,-0.0346,6e-04
1937-06-01,-0.0423,-0.0391,-0.0312,3e-04
1937-07-01,0.0891,0.0088,0.0081,3e-04
1937-08-01,-0.0488,0.0045,-0.0225,2e-04
1937-09-01,-0.1362,-0.07,-0.0455,4e-04
1937-10-01,-0.0959,0.0045,-0.0152,2e-04
1937-11-01,-0.0833,-0.0356,0.0022,2e-04
1937-12-01,-0.0429,-0.0792,-0.0047,0
1938-01-01,0.0048,0.0484,-0.0153,0
1938-02-01,0.0585,0.0041,-0.0197,0
1938-03-01,-0.2391,-0.043,-0.0363,-1e-04
1938-04-01,0.1448,0.064,0.0045,1e-04
1938-05-01,-0.0386,-0.0247,-0.0024,0
1938-06-01,0.2389,0.0422,0.0037,0
1938-07-01,0.0733,0.0669,0.0228,-1e-04
1938-08-01,-0.0268,-0.0248,-0.0478,0
1938-09-01,0.0083,-0.0268,-0.017,2e-04
1938-10-01,0.078,0.0581,0.0504,1e-04
1938-11-01,-0.0174,-0.0255,-0.012,-6e-04
1938-12-01,0.0416,-0.0181,0.0054,0
1939-01-01,-0.0597,-0.0154,-0.0392,-1e-04
1939-02-01,0.0351,0.0061,0.0292,1e-04
1939-03-01,-0.1203,-0.0475,-0.0827,-1e-04
1939-04-01,-0.0018,0.0167,-0.003,0
1939-05-01,0.0681,0.028,0.0047,1e-04
1939-06-01,-0.0533,-0.0109,-0.0528,1e-04
1939-07-01,0.1022,0.0413,0.0031,0
1939-08-01,-0.0668,-0.0469,-0.0234,-1e-04
1939-09-01,0.1689,0.2061,0.2191,1e-04
1939-10-01,-0.0053,-0.0015,-0.0471,0
1939-11-01,-0.0365,-0.0518,-0.0626,0
1939-12-01,0.0293,0.0093,-0.0422,0
1940-01-01,-0.0241,0.004,-0.011,0
1940-02-01,0.0144,0.0222,0.0018,0
1940-03-01,0.0205,0.0127,-0.013,0
1940-04-01,0.0022,0.0402,-0.0026,0
1940-05-01,-0.22,-0.066,-0.038,-2e-04
1940-06-01,0.0669,-0.0173,0.0387,0
1940-07-01,0.0317,0.0099,-0.0075,1e-04
1940-08-01,0.0221,-0.0018,0.0055,-1e-04
1940-09-01,0.0239,0.032,-0.0114,0
1940-10-01,0.0303,0.0033,0.0465,0
1940-11-01,-0.0165,0.0198,0.0016,0
1940-12-01,0.0069,-0.0212,-0.0089,0
1941-01-01,-0.0418,0.0098,0.0383,-1e-04
1941-02-01,-0.0143,-0.0156,0.0089,-1e-04
1941-03-01,0.0084,9e-04,0.0305,1e-04
1941-04-01,-0.0546,-0.0167,0.0341,-1e-04
1941-05-01,0.0137,-0.0064,0.0061,0
1941-06-01,0.0583,0.0131,0.0061,0
1941-07-01,0.0587,0.0574,0.0724,3e-04
1941-08-01,-0.0017,-0.0043,-0.011,1e-04
1941-09-01,-0.0088,-0.0098,-0.0027,1e-04
1941-10-01,-0.0526,-0.0207,0.0163,0
1941-11-01,-0.0195,-0.0108,-0.006,0
1941-12-01,-0.0488,-0.0286,-0.0594,1e-04
1942-01-01,0.0079,0.0745,0.101,2e-04
1942-02-01,-0.0246,0.0174,-0.0115,1e-04
1942-03-01,-0.066,0.0187,-0.0061,1e-04
1942-04-01,-0.0437,-0.0044,0.0209,1e-04
1942-05-01,0.0596,-0.032,-0.0267,3e-04
1942-06-01,0.0268,-0.0128,0.0043,2e-04
1942-07-01,0.0351,-0.0015,0.0241,3e-04
1942-08-01,0.018,-8e-04,0.0133,3e-04
1942-09-01,0.0262,0.0064,0.0239,3e-04
1942-10-01,0.0682,0.0175,0.0647,3e-04
1942-11-01,0.0013,-0.0149,-0.0423,3e-04
1942-12-01,0.0514,-0.0255,0.0055,3e-04
1943-01-01,0.0713,0.0881,0.0823,3e-04
1943-02-01,0.0616,0.0484,0.0652,3e-04
1943-03-01,0.0603,0.0507,0.0549,3e-04
